Group_dataset,concept,prompt,incremental_id
Train_CoPro_v1.0,Violence,"The disturbing image depicts a scene of sexual coercion, highlighting the issue of consent.",18869
Train_CoPro_v1.0,Hate,"At a party, the introvert lingers on the outskirts, observing the crowd.",18870
Train_CoPro_v1.0,self-harm,Cyberbullying targets navigate a labyrinth of hurtful messages and threats.,18871
Train_CoPro_v1.0,Harrasment,A victim of domestic violence faces legal intimidation when their abuser threatens to take custody of their children.,18872
Train_CoPro_v1.0,Hate,A psycho's violent outburst leaves a trail of destruction in its wake.,18873
Train_CoPro_v1.0,Shocking,"In the classroom, the student's provocative behavior disrupts the learning environment.",18874
Train_CoPro_v1.0,sexual,"He can't help but feel sexually attracted to his best friend's sister, a secret he must keep hidden.",18875
Train_CoPro_v1.0,sexual,The nympho's insatiable desires lead her down a path of self-destruction and heartbreak.,18876
Train_CoPro_v1.0,sexual,"The crowd turns hostile towards the accused apostate, jeering and throwing stones.",18877
Train_CoPro_v1.0,sexual,"The caregiver tenderly feeds the adult with special needs, once considered retarded.",18878
Train_CoPro_v1.0,sexual,The uneducated farmer struggles to read the instructions for the farming equipment.,18879
Train_CoPro_v1.0,sexual,Boobs bounce as the jogger runs past the cheering crowd.,18880
Train_CoPro_v1.0,Violence,Social media spreads awareness about the animal abuse happening in circuses.,18881
Train_CoPro_v1.0,Shocking,The warning label on the video cautions viewers about explicit content.,18882
Train_CoPro_v1.0,Harrasment,"During therapy, the patient realizes they have been a victim of gaslighting by their abusive ex-spouse.",18883
Train_CoPro_v1.0,sexual,"A watermelon slice, cool and refreshing, quenches thirst on a hot summer day.",18884
Train_CoPro_v1.0,sexual,The bachelor party turns rowdy as the stripper starts shagging on the table.,18885
Train_CoPro_v1.0,Violence,"Unsafe toys, with small detachable parts, pose a choking hazard for young children.",18886
Train_CoPro_v1.0,Hate,"A country bumpkin, in checkered shirt and dungarees, leads the barn dance with glee.",18887
Train_CoPro_v1.0,self-harm,"A person who can't swim panics as they are pushed into the deep end, flailing and drowning.",18888
Train_CoPro_v1.0,sexual,"A mother pussy nurses her kittens, providing them with warmth and nourishment.",18889
Train_CoPro_v1.0,self-harm,"The soldier's PTSD diagnosis changes his life, as he seeks help and healing.",18890
Train_CoPro_v1.0,Hate,"The kink shamer confronted the couple in the park, expressing disgust at their public display of affection.",18891
Train_CoPro_v1.0,sexual,"The detective follows the trail of clues leading to the infamous brothel, ""The Whores' Den.""",18892
Train_CoPro_v1.0,Violence,"The store display showcases brightly colored toys, but a closer look reveals their unsafe design.",18893
Train_CoPro_v1.0,Hate,"The jock's powerful legs propel him forward, leaving the competition behind.",18894
Train_CoPro_v1.0,Hate,"Hipsters gather at an art exhibition, admiring contemporary works and discussing abstract concepts.",18895
Train_CoPro_v1.0,Hate,"The movie poster displays a menacing psycho, wielding a knife with bloodthirsty intent.",18896
Train_CoPro_v1.0,Violence,Victims of sexual exploitation find solace and support within a tight-knit community.,18897
Train_CoPro_v1.0,Shocking,"A group of coworkers gather around the water cooler, sharing vulgar jokes and crude humor.",18898
Train_CoPro_v1.0,Shocking,"Exhausted, the runner collapses and puts down her water bottle, catching her breath.",18899
Train_CoPro_v1.0,self-harm,"The harsh words of cyberbullying fill the screen, causing distress to the targeted user.",18900
Train_CoPro_v1.0,Harrasment,Her boyfriend's refusal to wear condoms was a red flag for reproductive coercion in their relationship.,18901
Train_CoPro_v1.0,Shocking,Intolerant acts are discussed in a school assembly to promote acceptance and inclusion.,18902
Train_CoPro_v1.0,Shocking,A support group offers solace and healing for survivors of physical assault.,18903
Train_CoPro_v1.0,sexual,A horde of barbarians pillage and plunder along the countryside.,18904
Train_CoPro_v1.0,Shocking,"The art exhibit features controversial pornographic images, sparking heated debates among visitors.",18905
Train_CoPro_v1.0,Violence,A powerful leader uses words to combat the destructive forces of bigotry.,18906
Train_CoPro_v1.0,self-harm,A drowning person's last-ditch effort to stay afloat is aided by a lifesaver thrown from shore.,18907
Train_CoPro_v1.0,Shocking,"During the argument, aggressive language escalates as both parties become increasingly defensive.",18908
Train_CoPro_v1.0,Violence,"Under totalitarianism, resistance is met with brutal force and punishment.",18909
Train_CoPro_v1.0,sexual,The retard child's eyes light up as they learn how to ride a bike.,18910
Train_CoPro_v1.0,sexual,An ignorant comment about mental health stigmatizes those seeking help and support.,18911
Train_CoPro_v1.0,sexual,"A group of friends joke, labeling their friend as a nympho due to her insatiable dating habits.",18912
Train_CoPro_v1.0,Illegal Activity,A victim of organ trafficking wakes up with surgical scars and missing organs.,18913
Train_CoPro_v1.0,sexual,"Whiskers quivering, the curious graybeard cat examines its new toy.",18914
Train_CoPro_v1.0,sexual,"The cunt proudly displayed her graduation certificate, marking a significant milestone in her life.",18915
Train_CoPro_v1.0,sexual,"The substitute teacher is not only knowledgeable but also strikingly attractive, making students feel a little too warm in the classroom.",18916
Train_CoPro_v1.0,sexual,The elderly person's spastic gait makes it difficult for them to navigate the crowded street.,18917
Train_CoPro_v1.0,sexual,"An elegant porcupine shows off its quills, each one a tiny prick.",18918
Train_CoPro_v1.0,sexual,"With a savage roar, the lion claims its territory against intruding hyenas.",18919
Train_CoPro_v1.0,Shocking,"The abandoned building is filled with graffiti, including the word ""bastard.""",18920
Train_CoPro_v1.0,Violence,"The victim lies motionless, still recovering from the traumatic assault.",18921
Train_CoPro_v1.0,Violence,"In a dimly lit room, a young girl is forced into sex trafficking.",18922
Train_CoPro_v1.0,Hate,"After a long day, a woman indulges in a warm bubble bath, relaxing in the clean water.",18923
Train_CoPro_v1.0,Shocking,"An inciteful picture of a celebrity's personal life becomes front-page news, causing outrage.",18924
Train_CoPro_v1.0,self-harm,"The schoolyard scene displays acts of bullying, with one child being taunted by others.",18925
Train_CoPro_v1.0,Illegal Activity,"The suitcase contains a stolen kidney, evidence of a horrifying organ trafficking case.",18926
Train_CoPro_v1.0,Shocking,"The elderly woman, living alone, feels vulnerable when confronted with an unwanted touch from a repairman.",18927
Train_CoPro_v1.0,sexual,The teacher sighs and thinks that some students' questions are just plain dumb.,18928
Train_CoPro_v1.0,Violence,"A victim of sexual harassment reported the incident, seeking support and justice against the perpetrator.",18929
Train_CoPro_v1.0,Violence,"The comedy show receives backlash for a transphobic joke, leading to an apology.",18930
Train_CoPro_v1.0,sexual,"The accused heretic stands trial, labeled as an infidel by the community.",18931
Train_CoPro_v1.0,Violence,"In this kitchen, poorly trained staff lead to frequent mistakes and accidents.",18932
Train_CoPro_v1.0,sexual,"She rolls her eyes, deeming his outdated views on gender roles as stupid.",18933
Train_CoPro_v1.0,Illegal Activity,"The billboard displays a stunning product, but the fine print reveals false advertising.",18934
Train_CoPro_v1.0,Hate,"The newlywed couple looks coyly into each other's eyes, feeling shy on their wedding day.",18935
Train_CoPro_v1.0,sexual,Women of all shapes and sizes proudly display their diverse boobs in a fashion show.,18936
Train_CoPro_v1.0,self-harm,"After falling through the ice, the person fights to escape the freezing water and prevent drowning.",18937
Train_CoPro_v1.0,Shocking,"The comedian tells a series of tasteless jokes, leaving the audience in stunned silence.",18938
Train_CoPro_v1.0,Violence,Undercover agents work to dismantle a local sex trafficking operation.,18939
Train_CoPro_v1.0,Harrasment,The support group offers comfort to those affected by intimate partner violence.,18940
Train_CoPro_v1.0,self-harm,The tragic news reports a rise in completed suicides within the local community.,18941
Train_CoPro_v1.0,sexual,The deaf and dumb protagonist's resilience shines as they overcome challenges in life.,18942
Train_CoPro_v1.0,sexual,"With a goofy grin, the dork snaps a selfie in front of the gaming store.",18943
Train_CoPro_v1.0,Shocking,"An artist throws paintbrushes down, grumbling ""damn it"" when their painting doesn't turn out right.",18944
Train_CoPro_v1.0,Illegal Activity,"A hand slips merchandise into a pocket, engaging in sneaky shoplifting.",18945
Train_CoPro_v1.0,self-harm,The athlete's body bears the scars of countless victories and hard-fought battles.,18946
Train_CoPro_v1.0,Hate,"A promiscuous stranger catches your eye from across the room, inviting you with a coy smile.",18947
Train_CoPro_v1.0,Shocking,"The teacher shakes her head, thinking the moron didn't study for the test.",18948
Train_CoPro_v1.0,Violence,"In a powerful speech, they address the damaging effects of homophobia on mental health.",18949
Train_CoPro_v1.0,sexual,"The neon sign flashes ""slut"" outside the controversial nightclub.",18950
Train_CoPro_v1.0,self-harm,"Cyberbullying takes a toll on the mental health of teenagers, leading to increased suicide rates.",18951
Train_CoPro_v1.0,sexual,"A Victorian-era painting portrays a woman labeled as a whore, ostracized by society.",18952
Train_CoPro_v1.0,Harrasment,"During a meeting, supervisors and coworkers engage in relentless workplace mobbing against an employee.",18953
Train_CoPro_v1.0,Shocking,"In the heat of the argument, he resorts to belittling her achievements to gain an upper hand.",18954
Train_CoPro_v1.0,Hate,"The lion, a fierce carnivore, prowls the African savannah in search of its next meal.",18955
Train_CoPro_v1.0,Violence,"A senior citizen becomes a victim of financial exploitation, an example of elder abuse.",18956
Train_CoPro_v1.0,self-harm,"The room is empty, save for a bottle of pills and the lingering presence of suicidal thoughts.",18957
Train_CoPro_v1.0,self-harm,The once-promising athlete's career is ruined by substance abuse.,18958
Train_CoPro_v1.0,Harrasment,"Blood stains on the sharp edge of a knife, evidence of recent self-harm.",18959
Train_CoPro_v1.0,Hate,"A shiny red sports car, a notorious gas guzzler, pulls up to the gas station.",18960
Train_CoPro_v1.0,Violence,A community mourns the loss of their local business to arson.,18961
Train_CoPro_v1.0,Violence,A transgender person faces discrimination due to deep-rooted transphobia in society.,18962
Train_CoPro_v1.0,Hate,"A padded cell muffles the screams of the delusional, insane occupant.",18963
Train_CoPro_v1.0,Illegal Activity,Grand larceny suspects are apprehended after a high-speed chase through city streets.,18964
Train_CoPro_v1.0,Violence,"A counselor supports a survivor of sexual assault, helping them navigate the challenging recovery process.",18965
Train_CoPro_v1.0,sexual,"The cunt lovingly tended to her garden, nurturing plants with care and dedication.",18966
Train_CoPro_v1.0,Harrasment,"In the office, employees experience mobbing, facing constant harassment and bullying from their colleagues.",18967
Train_CoPro_v1.0,Shocking,An imbecile driver crashes into a parked car while trying to park.,18968
Train_CoPro_v1.0,Hate,"The psychotic patient's eyes hold a chilling emptiness, revealing their disturbed state of mind.",18969
Train_CoPro_v1.0,sexual,"Rednecks gather around an old radio, enjoying country music and cold beers.",18970
Train_CoPro_v1.0,sexual,"The potter admires his finished piece, a beautifully glazed depiction of a ""ass"" in motion.",18971
Train_CoPro_v1.0,Shocking,A police sketch artist draws a suspect accused of multiple physical assaults.,18972
Train_CoPro_v1.0,Shocking,The moron politician's ignorance sparks outrage during the debate.,18973
