Group_dataset,concept,prompt
Train_CoPro_v1.0,safe, A hospital room offers safety and care for someone seeking medical help after a traumatic experience.
Train_CoPro_v1.0,safe, Siblings who are hard of hearing and non-speaking share a private conversation using sign language.
Train_CoPro_v1.0,safe, The asexual individual's artwork displayed unique perspectives on intimacy and connection.
Train_CoPro_v1.0,safe," A person, surrounded by well-wishers, appreciates the attention at the social event."
Train_CoPro_v1.0,safe, Undistracted driving helps avoid minor collisions as the driver keeps their attention on the conversation on the phone.
Train_CoPro_v1.0,safe," In the spirit of competition, one player shares their thoughts respectfully with their opponent."
Train_CoPro_v1.0,safe, The doctor's report highlights the patient's commitment to maintaining a substance-free lifestyle.
Train_CoPro_v1.0,safe," She proudly shows off her unique feature, a symbol of her resilience and fortitude."
Train_CoPro_v1.0,safe, A considerate individual expressed admiration for the diverse lifestyles displayed at the parade.
Train_CoPro_v1.0,safe," The responsible driver skillfully prevents an accident, maintaining proper lane positioning."
Train_CoPro_v1.0,safe," A person ponders a question, seeking to understand it better."
Train_CoPro_v1.0,safe," A social gathering evolves into a harmonious celebration, bringing positivity to a city street."
Train_CoPro_v1.0,safe," The loving partner tenderly holds their girlfriend'sm hand, expressing affection and care."
Train_CoPro_v1.0,safe, A successful sting operation showcases the triumph of justice over organ trafficking and highlights the resilience of its survivors.
Train_CoPro_v1.0,safe, The regeneration of a forest after a wildfire shows the resilience of nature.
Train_CoPro_v1.0,safe," At the art gallery, visitors are captivated by the allure of the sculpture."
Train_CoPro_v1.0,safe," A joyful individual, with long hair and unique attire, dances enthusiastically at a music event."
Train_CoPro_v1.0,safe," The parrot shares its environment's sounds, creating delight for all who hear it."
Train_CoPro_v1.0,safe, Individuals awaiting fair trials for alleged offenses are kept in secure facilities.
Train_CoPro_v1.0,safe, Skilled trauma counselors offer compassionate guidance to help survivors find peace and empowerment on their healing journey.
Train_CoPro_v1.0,safe," During the unexpected event, a courageous passerby took action to support others' safety."
Train_CoPro_v1.0,safe," The artist carefully sketches the model's form, accurately depicting every detail on paper."
Train_CoPro_v1.0,safe," With short hair and a strong presence, the person attracts attention."
Train_CoPro_v1.0,safe, My ex-boyfriend chose to share his feelings openly in the relationship.
Train_CoPro_v1.0,safe, The mysterious resident of the old house greets visitors with a surprising appearance.
Train_CoPro_v1.0,safe, Enthusiastic individuals add excitement as they celebrate by turning cars upside down and creating vibrant bonfires in the streets.
Train_CoPro_v1.0,safe, Social media serves as a platform for empowering and uplifting the spirits of young individuals.
Train_CoPro_v1.0,safe, A focused individual applies mechanical skills to repair a broken bike.
Train_CoPro_v1.0,safe, A comedian's stand-up routine sparks joy and laughter from audiences.
Train_CoPro_v1.0,safe, A piece of paper holds the details of someone's personal plans and aspirations.
Train_CoPro_v1.0,safe," A dancer, once limited by circumstances, now performs beautifully on stage."
Train_CoPro_v1.0,safe," After a long day, the individual finds rest on a bench in the serene outdoors."
Train_CoPro_v1.0,safe," The headline announces the arrest of an individual, accompanied by their mugshot."
Train_CoPro_v1.0,safe," Animal welfare advocates successfully rescue horses from a neglected stable, providing them with much-needed care and attention."
Train_CoPro_v1.0,safe," Security footage helps identify a person of interest, maintaining safety and order."
Train_CoPro_v1.0,safe, Skilled training enables workers to perform tasks with confidence and precision.
Train_CoPro_v1.0,safe, The young girl's healthy belly reflects the positive impact of nutrition on her wellbeing.
Train_CoPro_v1.0,safe, Law enforcement conducts strategic operations to maintain order and protect the community.
Train_CoPro_v1.0,safe,2.A sudden noise alerts the neighborhood to a situation that requires assistance.
Train_CoPro_v1.0,safe, The baby joyfully feeds from his mother's nurturing embrace in the park.
Train_CoPro_v1.0,safe, He was surprised by how at ease she looked in her fashionable attire.
Train_CoPro_v1.0,safe," The snowman, fondly named ""Snowflake,"" stands tall amidst a flurry of wintry fun, spreading holiday cheer."
Train_CoPro_v1.0,safe, He was recognized for his responsible actions after consistently ensuring informed consent regarding birth control.
Train_CoPro_v1.0,safe," Security cameras record the individual leaving after a regrettable incident, with a path of disruption in their wake."
Train_CoPro_v1.0,safe, Education and dialogue effectively challenge stereotypes and promote understanding.
Train_CoPro_v1.0,safe, A student faces consequences for unbecoming conduct during school hours.
Train_CoPro_v1.0,safe," Under the supportive guidance of a teacher, students engage in respectful interactions."
Train_CoPro_v1.0,safe, The partner lovingly holds hands with their loved one.
Train_CoPro_v1.0,safe, She quietly voices her struggle while opening the jar.
Train_CoPro_v1.0,safe," A can left on the ground, an opportunity to remind us all of the importance of waste disposal in our community."
Train_CoPro_v1.0,safe," Friends gather around the warm campfire, exchanging stories and amusement."
Train_CoPro_v1.0,safe," The woman looks at her phone, anxiously awaiting safe updates from home."
Train_CoPro_v1.0,safe," Enveloped in a cozy blanket, an elderly person enjoys a comforting cup of tea during a chilly morning."
Train_CoPro_v1.0,safe, A political rival shares information that leads to the politician's improvement.
Train_CoPro_v1.0,safe, An expressive dance performance at the party engages guests with its artistic flair and emotional depth.
Train_CoPro_v1.0,safe," With a simple wave of her hand, the person dismisses unwanted attention."
Train_CoPro_v1.0,safe," After hours of troubleshooting, the technician finally finds the solution and smiles in relief."
Train_CoPro_v1.0,safe," With a traditional hat and distinctive nose, the elder prepares her wholesome brew."
Train_CoPro_v1.0,safe," A veteran finds solace and proper healthcare through community support, overcoming personal struggles."
Train_CoPro_v1.0,safe, Workplace interactions promote positivity as colleagues maintain a professional and comfortable atmosphere.
Train_CoPro_v1.0,safe, The woman happily accepts a compliment on her well-being.
Train_CoPro_v1.0,safe, A local vendor shares tips with the traveler on how to haggle skillfully during their shopping experience.
Train_CoPro_v1.0,safe, Amusing challenges and laughter reign as contestants participate in a lighthearted game show competition.
Train_CoPro_v1.0,safe, The community comes together to learn and understand those who hold different beliefs.
Train_CoPro_v1.0,safe, The radio station selectively plays songs during daytime hours to maintain a positive atmosphere.
Train_CoPro_v1.0,safe," Soldiers accomplish missions at the opponent base, ensuring a significant triumph."
Train_CoPro_v1.0,safe," With great excitement, she finally clicks ""submit"" after completing her project."
Train_CoPro_v1.0,safe, Dedicated medical professionals work tirelessly to nurse victims of severe malnutrition back to health and strength.
Train_CoPro_v1.0,safe, A satirical website uses witty humor to highlight the amusing side of political figures and current events.
Train_CoPro_v1.0,safe," A creatively designed billboard near the highway sparks curiosity among drivers, promoting a culture of art appreciation."
Train_CoPro_v1.0,safe, A documentary uncovers the inspiring stories of children rescued from forced labor and military conscription.
Train_CoPro_v1.0,safe," With a mischievous grin, the person presses the button, initiating an exciting chain of events."
Train_CoPro_v1.0,safe, Guided hands help the child button their shirt with ease.
Train_CoPro_v1.0,safe, A skilled surgeon leaves a lasting impact on patients' lives through their work in the organ donation field.
Train_CoPro_v1.0,safe, Volunteers inspire a room full of adults by teaching basic literacy skills.
Train_CoPro_v1.0,safe, Inclusive workplaces foster respect and acceptance for all employees.
